alpha_max,cast_cap,k_shrink,precision,recall
0.9,0.18,5,0.006743421052631579,0.06743421052631579
0.9,0.19,5,0.006743421052631579,0.06743421052631579
0.86,0.26,10,0.006743421052631579,0.06743421052631579
0.86,0.27,10,0.006743421052631579,0.06743421052631579
0.86,0.28,10,0.006743421052631579,0.06743421052631579
0.86,0.29,10,0.006743421052631579,0.06743421052631579
0.72,0.3,3,0.006743421052631579,0.06743421052631579
0.77,0.25,3,0.006743421052631579,0.06743421052631579
0.77,0.26,5,0.006743421052631579,0.06743421052631579
0.77,0.27,5,0.006743421052631579,0.06743421052631579
0.77,0.28,5,0.006743421052631579,0.06743421052631579
0.77,0.29,5,0.006743421052631579,0.06743421052631579
0.85,0.22,5,0.006743421052631579,0.06743421052631579
0.77,0.2,5,0.006743421052631579,0.06743421052631579
0.86,0.21,5,0.006743421052631579,0.06743421052631579
0.86,0.22,5,0.006743421052631579,0.06743421052631579
0.73,0.3,5,0.006743421052631579,0.06743421052631579
0.85,0.27,10,0.006743421052631579,0.06743421052631579
0.85,0.28,10,0.006743421052631579,0.06743421052631579
0.88,0.19,5,0.006743421052631579,0.06743421052631579
0.88,0.22,5,0.006743421052631579,0.06743421052631579
0.76,0.26,3,0.006743421052631579,0.06743421052631579
0.76,0.27,5,0.006743421052631579,0.06743421052631579
0.76,0.28,5,0.006743421052631579,0.06743421052631579
0.76,0.29,5,0.006743421052631579,0.06743421052631579
0.76,0.3,5,0.006743421052631579,0.06743421052631579
0.75,0.27,3,0.006743421052631579,0.06743421052631579
0.75,0.28,5,0.006743421052631579,0.06743421052631579
0.75,0.29,5,0.006743421052631579,0.06743421052631579
0.75,0.3,5,0.006743421052631579,0.06743421052631579
0.74,0.28,3,0.006743421052631579,0.06743421052631579
0.74,0.29,5,0.006743421052631579,0.06743421052631579
0.74,0.3,5,0.006743421052631579,0.06743421052631579
0.75,0.19,3,0.006743421052631579,0.06743421052631579
0.9,0.2,5,0.006743421052631579,0.06743421052631579
0.9,0.21,5,0.006743421052631579,0.06743421052631579
0.9,0.22,10,0.006743421052631579,0.06743421052631579
0.87,0.27,10,0.006743421052631579,0.06743421052631579
0.83,0.14,5,0.006743421052631579,0.06743421052631579
0.87,0.2,5,0.006743421052631579,0.06743421052631579
0.87,0.21,5,0.006743421052631579,0.06743421052631579
0.87,0.23,5,0.006743421052631579,0.06743421052631579
0.87,0.22,5,0.006743421052631579,0.06743421052631579
0.68,0.28,3,0.006578947368421052,0.06578947368421052
0.87,0.23,10,0.006578947368421052,0.06578947368421052
0.87,0.24,10,0.006578947368421052,0.06578947368421052
0.7,0.27,3,0.006578947368421052,0.06578947368421052
0.87,0.17,3,0.006578947368421052,0.06578947368421052
0.87,0.18,5,0.006578947368421052,0.06578947368421052
0.71,0.23,3,0.006578947368421052,0.06578947368421052
0.71,0.24,3,0.006578947368421052,0.06578947368421052
